Date,Country,Demand,year,month,day_of_week
2011-06-03,Cyprus,356,2011,6,4
2011-06-03,Germany,23,2011,6,4
2011-06-03,Netherlands,329,2011,6,4
2011-06-03,Poland,4,2011,6,4
2011-06-03,Spain,107,2011,6,4
2011-06-03,United Kingdom,6871,2011,6,4
2011-06-05,Belgium,524,2011,6,6
2011-06-05,European Community,127,2011,6,6
2011-06-05,France,1909,2011,6,6
2011-06-05,Germany,529,2011,6,6
2011-06-05,United Kingdom,10412,2011,6,6
2011-06-06,EIRE,404,2011,6,0
2011-06-06,European Community,3,2011,6,0
2011-06-06,France,115,2011,6,0
2011-06-06,Germany,295,2011,6,0
2011-06-06,Netherlands,314,2011,6,0
2011-06-06,Spain,173,2011,6,0
2011-06-06,United Kingdom,8158,2011,6,0
2011-06-07,Belgium,293,2011,6,1
2011-06-07,EIRE,192,2011,6,1
2011-06-07,Italy,31,2011,6,1
2011-06-07,Portugal,146,2011,6,1
2011-06-07,United Kingdom,18106,2011,6,1
2011-06-08,Belgium,20,2011,6,2
2011-06-08,EIRE,2582,2011,6,2
2011-06-08,France,1344,2011,6,2
2011-06-08,Malta,378,2011,6,2
2011-06-08,Portugal,55,2011,6,2
2011-06-08,Switzerland,245,2011,6,2
2011-06-08,United Kingdom,16660,2011,6,2
2011-06-09,Belgium,145,2011,6,3
2011-06-09,Denmark,793,2011,6,3
2011-06-09,EIRE,507,2011,6,3
2011-06-09,France,787,2011,6,3
2011-06-09,Germany,117,2011,6,3
2011-06-09,Iceland,196,2011,6,3
2011-06-09,Italy,24,2011,6,3
2011-06-09,Netherlands,85,2011,6,3
2011-06-09,Spain,445,2011,6,3
2011-06-09,Sweden,188,2011,6,3
2011-06-09,United Kingdom,25019,2011,6,3
2011-06-10,France,164,2011,6,4
2011-06-10,Germany,92,2011,6,4
2011-06-10,Switzerland,3142,2011,6,4
2011-06-10,United Kingdom,7271,2011,6,4
2011-06-12,France,716,2011,6,6
2011-06-12,Germany,345,2011,6,6
2011-06-12,United Kingdom,8430,2011,6,6
2011-06-13,EIRE,427,2011,6,0
2011-06-13,France,904,2011,6,0
2011-06-13,Germany,1309,2011,6,0
2011-06-13,United Kingdom,8662,2011,6,0
2011-06-14,United Kingdom,14624,2011,6,1
2011-06-15,Australia,15241,2011,6,2
2011-06-15,EIRE,3026,2011,6,2
2011-06-15,France,1007,2011,6,2
2011-06-15,Portugal,220,2011,6,2
2011-06-15,United Kingdom,10971,2011,6,2
2011-06-16,EIRE,268,2011,6,3
2011-06-16,France,270,2011,6,3
2011-06-16,Germany,471,2011,6,3
2011-06-16,Poland,77,2011,6,3
2011-06-16,Spain,424,2011,6,3
2011-06-16,United Kingdom,18783,2011,6,3
2011-06-17,Belgium,598,2011,6,4
2011-06-17,Channel Islands,836,2011,6,4
2011-06-17,EIRE,356,2011,6,4
2011-06-17,France,514,2011,6,4
2011-06-17,United Kingdom,9453,2011,6,4
2011-06-19,EIRE,84,2011,6,6
2011-06-19,France,63,2011,6,6
2011-06-19,Netherlands,4718,2011,6,6
2011-06-19,Spain,340,2011,6,6
2011-06-19,United Kingdom,9876,2011,6,6
2011-06-20,Canada,1092,2011,6,0
2011-06-20,Denmark,393,2011,6,0
2011-06-20,EIRE,2,2011,6,0
2011-06-20,France,262,2011,6,0
2011-06-20,Germany,1357,2011,6,0
2011-06-20,Netherlands,61,2011,6,0
2011-06-20,Norway,1426,2011,6,0
2011-06-20,United Kingdom,11936,2011,6,0
2011-06-20,Unspecified,78,2011,6,0
2011-06-21,EIRE,49,2011,6,1
2011-06-21,France,351,2011,6,1
2011-06-21,Germany,272,2011,6,1
2011-06-21,Netherlands,353,2011,6,1
2011-06-21,Norway,582,2011,6,1
2011-06-21,United Kingdom,12588,2011,6,1
2011-06-22,Belgium,211,2011,6,2
2011-06-22,EIRE,590,2011,6,2
2011-06-22,France,658,2011,6,2
2011-06-22,Hong Kong,537,2011,6,2
2011-06-22,Japan,2256,2011,6,2
2011-06-22,Malta,24,2011,6,2
2011-06-22,Norway,1,2011,6,2
2011-06-22,United Kingdom,11563,2011,6,2
2011-06-23,Belgium,294,2011,6,3
2011-06-23,Denmark,358,2011,6,3
2011-06-23,EIRE,188,2011,6,3
2011-06-23,Finland,157,2011,6,3
2011-06-23,Germany,145,2011,6,3
2011-06-23,Sweden,162,2011,6,3
2011-06-23,United Kingdom,13424,2011,6,3
2011-06-24,EIRE,877,2011,6,4
2011-06-24,France,413,2011,6,4
2011-06-24,Germany,73,2011,6,4
2011-06-24,Switzerland,175,2011,6,4
2011-06-24,United Kingdom,8447,2011,6,4
2011-06-26,Germany,15,2011,6,6
2011-06-26,Spain,49,2011,6,6
2011-06-26,Switzerland,408,2011,6,6
2011-06-26,United Kingdom,3314,2011,6,6
2011-06-27,EIRE,393,2011,6,0
2011-06-27,France,119,2011,6,0
2011-06-27,United Kingdom,9398,2011,6,0
2011-06-28,France,109,2011,6,1
2011-06-28,Netherlands,11010,2011,6,1
2011-06-28,United Kingdom,10733,2011,6,1
2011-06-29,EIRE,2566,2011,6,2
2011-06-29,United Kingdom,9505,2011,6,2
2011-06-30,Australia,740,2011,6,3
2011-06-30,Belgium,103,2011,6,3
2011-06-30,EIRE,394,2011,6,3
2011-06-30,Germany,797,2011,6,3
2011-06-30,United Kingdom,19925,2011,6,3
2011-07-01,EIRE,798,2011,7,4
2011-07-01,France,364,2011,7,4
2011-07-01,Germany,61,2011,7,4
2011-07-01,Switzerland,152,2011,7,4
2011-07-01,United Kingdom,6287,2011,7,4
2011-07-03,United Kingdom,3117,2011,7,6
2011-07-04,EIRE,537,2011,7,0
2011-07-04,France,259,2011,7,0
2011-07-04,Germany,865,2011,7,0
2011-07-04,Spain,1506,2011,7,0
2011-07-04,United Kingdom,12545,2011,7,0
2011-07-05,EIRE,21,2011,7,1
2011-07-05,Finland,228,2011,7,1
2011-07-05,France,321,2011,7,1
2011-07-05,United Kingdom,21525,2011,7,1
2011-07-06,Belgium,522,2011,7,2
2011-07-06,France,597,2011,7,2
2011-07-06,Spain,167,2011,7,2
2011-07-06,Sweden,3242,2011,7,2
2011-07-06,United Kingdom,14648,2011,7,2
2011-07-07,Belgium,144,2011,7,3
2011-07-07,Germany,589,2011,7,3
2011-07-07,Spain,227,2011,7,3
2011-07-07,United Kingdom,18197,2011,7,3
2011-07-08,France,662,2011,7,4
2011-07-08,Germany,559,2011,7,4
2011-07-08,Switzerland,282,2011,7,4
2011-07-08,United Kingdom,10754,2011,7,4
2011-07-08,Unspecified,463,2011,7,4
2011-07-10,United Kingdom,4255,2011,7,6
2011-07-11,Canada,1026,2011,7,0
2011-07-11,France,290,2011,7,0
2011-07-11,Greece,244,2011,7,0
2011-07-11,Spain,166,2011,7,0
2011-07-11,United Kingdom,13424,2011,7,0
2011-07-12,Austria,100,2011,7,1
2011-07-12,France,616,2011,7,1
2011-07-12,Germany,569,2011,7,1
2011-07-12,United Kingdom,12673,2011,7,1
2011-07-13,Australia,4332,2011,7,2
2011-07-13,Belgium,13,2011,7,2
2011-07-13,France,667,2011,7,2
2011-07-13,Germany,94,2011,7,2
2011-07-13,Poland,148,2011,7,2
2011-07-13,Portugal,979,2011,7,2
2011-07-13,United Kingdom,10067,2011,7,2
2011-07-14,Australia,429,2011,7,3
2011-07-14,EIRE,866,2011,7,3
2011-07-14,Finland,857,2011,7,3
2011-07-14,Germany,1081,2011,7,3
2011-07-14,Israel,633,2011,7,3
2011-07-14,United Kingdom,13444,2011,7,3
2011-07-14,Unspecified,271,2011,7,3
2011-07-15,Canada,1,2011,7,4
2011-07-15,Germany,416,2011,7,4
2011-07-15,Poland,140,2011,7,4
2011-07-15,United Kingdom,6773,2011,7,4
2011-07-17,France,47,2011,7,6
2011-07-17,Germany,107,2011,7,6
2011-07-17,Switzerland,213,2011,7,6
2011-07-17,United Kingdom,10677,2011,7,6
2011-07-18,EIRE,1353,2011,7,0
2011-07-18,France,921,2011,7,0
2011-07-18,Singapore,2160,2011,7,0
2011-07-18,United Kingdom,10675,2011,7,0
2011-07-19,Australia,271,2011,7,1
2011-07-19,EIRE,7241,2011,7,1
2011-07-19,Finland,188,2011,7,1
2011-07-19,France,33,2011,7,1
2011-07-19,Germany,1422,2011,7,1
2011-07-19,United Kingdom,20022,2011,7,1
2011-07-20,Germany,463,2011,7,2
2011-07-20,Netherlands,10,2011,7,2
2011-07-20,Portugal,457,2011,7,2
2011-07-20,Spain,59,2011,7,2
2011-07-20,United Kingdom,16748,2011,7,2
2011-07-21,EIRE,645,2011,7,3
2011-07-21,European Community,335,2011,7,3
2011-07-21,Germany,826,2011,7,3
2011-07-21,United Kingdom,18173,2011,7,3
2011-07-22,Germany,426,2011,7,4
2011-07-22,Norway,586,2011,7,4
2011-07-22,United Kingdom,9266,2011,7,4
2011-07-24,Australia,214,2011,7,6
2011-07-24,France,236,2011,7,6
2011-07-24,Germany,472,2011,7,6
2011-07-24,Japan,120,2011,7,6
2011-07-24,United Kingdom,16628,2011,7,6
2011-07-25,Denmark,241,2011,7,0
2011-07-25,Germany,742,2011,7,0
2011-07-25,Spain,649,2011,7,0
2011-07-25,Switzerland,411,2011,7,0
2011-07-25,United Kingdom,14057,2011,7,0
2011-07-26,Australia,72,2011,7,1
2011-07-26,EIRE,252,2011,7,1
2011-07-26,Italy,22,2011,7,1
2011-07-26,Switzerland,142,2011,7,1
2011-07-26,United Kingdom,13227,2011,7,1
2011-07-27,Belgium,704,2011,7,2
2011-07-27,EIRE,657,2011,7,2
2011-07-27,France,148,2011,7,2
2011-07-27,Germany,227,2011,7,2
2011-07-27,Japan,2208,2011,7,2
2011-07-27,United Kingdom,10030,2011,7,2
2011-07-28,Austria,473,2011,7,3
2011-07-28,Belgium,296,2011,7,3
2011-07-28,EIRE,2799,2011,7,3
2011-07-28,Germany,177,2011,7,3
2011-07-28,Spain,664,2011,7,3
2011-07-28,United Kingdom,25544,2011,7,3
2011-07-28,Unspecified,319,2011,7,3
2011-07-29,EIRE,286,2011,7,4
2011-07-29,France,503,2011,7,4
2011-07-29,United Kingdom,10824,2011,7,4
2011-07-31,EIRE,6656,2011,7,6
2011-07-31,Sweden,2764,2011,7,6
2011-07-31,Switzerland,628,2011,7,6
2011-07-31,United Kingdom,10830,2011,7,6
2011-08-01,Channel Islands,172,2011,8,0
2011-08-01,Germany,651,2011,8,0
2011-08-01,United Kingdom,10898,2011,8,0
2011-08-02,Belgium,267,2011,8,1
2011-08-02,France,52,2011,8,1
2011-08-02,Germany,726,2011,8,1
2011-08-02,Iceland,277,2011,8,1
2011-08-02,Switzerland,2529,2011,8,1
2011-08-02,United Kingdom,11870,2011,8,1
2011-08-03,France,699,2011,8,2
2011-08-03,Germany,187,2011,8,2
2011-08-03,Poland,137,2011,8,2
2011-08-03,United Kingdom,15498,2011,8,2
2011-08-04,Belgium,190,2011,8,3
2011-08-04,EIRE,2270,2011,8,3
2011-08-04,Finland,145,2011,8,3
2011-08-04,France,281,2011,8,3
2011-08-04,Germany,590,2011,8,3
2011-08-04,Italy,1,2011,8,3
2011-08-04,Spain,185,2011,8,3
2011-08-04,Sweden,960,2011,8,3
2011-08-04,United Kingdom,36526,2011,8,3
2011-08-05,EIRE,744,2011,8,4
2011-08-05,France,486,2011,8,4
2011-08-05,Germany,555,2011,8,4
2011-08-05,Italy,457,2011,8,4
2011-08-05,United Kingdom,10576,2011,8,4
2011-08-07,Germany,60,2011,8,6
2011-08-07,United Kingdom,5126,2011,8,6
2011-08-08,Austria,550,2011,8,0
2011-08-08,EIRE,603,2011,8,0
2011-08-08,Germany,273,2011,8,0
2011-08-08,Sweden,85,2011,8,0
2011-08-08,United Kingdom,11837,2011,8,0
2011-08-09,Germany,35,2011,8,1
2011-08-09,Netherlands,8182,2011,8,1
2011-08-09,United Kingdom,8044,2011,8,1
2011-08-10,Denmark,338,2011,8,2
2011-08-10,EIRE,391,2011,8,2
2011-08-10,France,197,2011,8,2
2011-08-10,Italy,521,2011,8,2
2011-08-10,Norway,68,2011,8,2
2011-08-10,Switzerland,62,2011,8,2
2011-08-10,United Kingdom,12846,2011,8,2
2011-08-11,Belgium,340,2011,8,3
2011-08-11,EIRE,1187,2011,8,3
2011-08-11,Finland,385,2011,8,3
2011-08-11,Netherlands,14730,2011,8,3
2011-08-11,United Kingdom,22612,2011,8,3
2011-08-12,Australia,374,2011,8,4
2011-08-12,Belgium,175,2011,8,4
2011-08-12,EIRE,1045,2011,8,4
2011-08-12,France,180,2011,8,4
2011-08-12,Netherlands,992,2011,8,4
2011-08-12,Norway,568,2011,8,4
2011-08-12,United Kingdom,8644,2011,8,4
2011-08-14,France,3,2011,8,6
2011-08-14,United Kingdom,3177,2011,8,6
2011-08-15,EIRE,580,2011,8,0
2011-08-15,France,607,2011,8,0
2011-08-15,Germany,462,2011,8,0
2011-08-15,Malta,303,2011,8,0
2011-08-15,Portugal,1026,2011,8,0
2011-08-15,United Kingdom,7203,2011,8,0
2011-08-16,Germany,22,2011,8,1
2011-08-16,Spain,82,2011,8,1
2011-08-16,Sweden,72,2011,8,1
2011-08-16,United Kingdom,11021,2011,8,1
2011-08-17,EIRE,843,2011,8,2
2011-08-17,France,400,2011,8,2
2011-08-17,Germany,372,2011,8,2
2011-08-17,Spain,158,2011,8,2
2011-08-17,United Kingdom,23930,2011,8,2
2011-08-18,Australia,12196,2011,8,3
2011-08-18,EIRE,38,2011,8,3
2011-08-18,France,463,2011,8,3
2011-08-18,Israel,3028,2011,8,3
2011-08-18,United Kingdom,18364,2011,8,3
2011-08-19,Austria,240,2011,8,4
2011-08-19,Belgium,590,2011,8,4
2011-08-19,EIRE,644,2011,8,4
2011-08-19,France,462,2011,8,4
2011-08-19,Germany,325,2011,8,4
2011-08-19,Switzerland,407,2011,8,4
2011-08-19,United Kingdom,8004,2011,8,4
2011-08-21,Channel Islands,800,2011,8,6
2011-08-21,EIRE,148,2011,8,6
2011-08-21,France,270,2011,8,6
2011-08-21,Germany,187,2011,8,6
2011-08-21,Spain,3,2011,8,6
2011-08-21,United Kingdom,6761,2011,8,6
2011-08-22,Germany,1063,2011,8,0
2011-08-22,Malta,79,2011,8,0
2011-08-22,United Kingdom,14229,2011,8,0
2011-08-22,Unspecified,185,2011,8,0
2011-08-23,Channel Islands,1037,2011,8,1
2011-08-23,EIRE,735,2011,8,1
2011-08-23,France,460,2011,8,1
2011-08-23,Germany,365,2011,8,1
2011-08-23,Hong Kong,736,2011,8,1
2011-08-23,Netherlands,288,2011,8,1
2011-08-23,United Kingdom,11560,2011,8,1
2011-08-24,France,246,2011,8,2
2011-08-24,Germany,1333,2011,8,2
2011-08-24,Spain,317,2011,8,2
2011-08-24,United Kingdom,27605,2011,8,2
2011-08-25,Belgium,358,2011,8,3
2011-08-25,Canada,52,2011,8,3
2011-08-25,France,1314,2011,8,3
2011-08-25,Germany,399,2011,8,3
2011-08-25,Italy,168,2011,8,3
2011-08-25,Sweden,197,2011,8,3
2011-08-25,United Kingdom,10852,2011,8,3
2011-08-26,EIRE,849,2011,8,4
2011-08-26,Finland,163,2011,8,4
2011-08-26,France,694,2011,8,4
2011-08-26,Germany,260,2011,8,4
2011-08-26,Netherlands,5108,2011,8,4
2011-08-26,United Kingdom,10076,2011,8,4
2011-08-28,Spain,800,2011,8,6
2011-08-28,United Kingdom,5974,2011,8,6
2011-08-30,Germany,133,2011,8,1
2011-08-30,Poland,49,2011,8,1
2011-08-30,United Kingdom,10062,2011,8,1
2011-08-31,Belgium,149,2011,8,2
2011-08-31,France,1144,2011,8,2
2011-08-31,Germany,1643,2011,8,2
2011-08-31,Spain,55,2011,8,2
2011-08-31,United Kingdom,9463,2011,8,2
2011-09-01,Australia,2836,2011,9,3
2011-09-01,EIRE,2184,2011,9,3
2011-09-01,Norway,211,2011,9,3
2011-09-01,United Arab Emirates,485,2011,9,3
2011-09-01,United Kingdom,22141,2011,9,3
2011-09-02,Belgium,310,2011,9,4
2011-09-02,EIRE,163,2011,9,4
2011-09-02,Finland,87,2011,9,4
2011-09-02,France,427,2011,9,4
2011-09-02,Germany,314,2011,9,4
2011-09-02,Portugal,227,2011,9,4
2011-09-02,Sweden,163,2011,9,4
2011-09-02,United Kingdom,16535,2011,9,4
2011-09-02,Unspecified,258,2011,9,4
2011-09-04,EIRE,1272,2011,9,6
2011-09-04,France,509,2011,9,6
2011-09-04,Germany,1608,2011,9,6
2011-09-04,United Kingdom,7574,2011,9,6
2011-09-05,Australia,82,2011,9,0
2011-09-05,EIRE,5491,2011,9,0
2011-09-05,France,334,2011,9,0
2011-09-05,Poland,253,2011,9,0
2011-09-05,Spain,234,2011,9,0
2011-09-05,United Kingdom,16499,2011,9,0
2011-09-06,EIRE,1285,2011,9,1
2011-09-06,Germany,676,2011,9,1
2011-09-06,Switzerland,5,2011,9,1
2011-09-06,United Kingdom,13124,2011,9,1
2011-09-07,EIRE,1877,2011,9,2
2011-09-07,France,1637,2011,9,2
2011-09-07,United Kingdom,12876,2011,9,2
2011-09-08,EIRE,950,2011,9,3
2011-09-08,France,860,2011,9,3
2011-09-08,Germany,666,2011,9,3
2011-09-08,Netherlands,1013,2011,9,3
2011-09-08,Spain,243,2011,9,3
2011-09-08,United Kingdom,13734,2011,9,3
2011-09-09,Belgium,372,2011,9,4
2011-09-09,France,1116,2011,9,4
2011-09-09,Israel,233,2011,9,4
2011-09-09,Netherlands,145,2011,9,4
2011-09-09,Norway,1849,2011,9,4
2011-09-09,United Kingdom,13690,2011,9,4
2011-09-11,France,43,2011,9,6
2011-09-11,Germany,1052,2011,9,6
2011-09-11,United Kingdom,20051,2011,9,6
2011-09-12,United Kingdom,16939,2011,9,0
2011-09-13,Finland,73,2011,9,1
2011-09-13,France,73,2011,9,1
2011-09-13,Germany,213,2011,9,1
2011-09-13,Netherlands,4951,2011,9,1
2011-09-13,Sweden,4072,2011,9,1
2011-09-13,United Kingdom,27166,2011,9,1
2011-09-14,EIRE,734,2011,9,2
2011-09-14,France,438,2011,9,2
2011-09-14,Germany,265,2011,9,2
2011-09-14,Japan,144,2011,9,2
2011-09-14,Switzerland,376,2011,9,2
2011-09-14,United Kingdom,12234,2011,9,2
2011-09-15,EIRE,311,2011,9,3
2011-09-15,France,1231,2011,9,3
2011-09-15,Norway,178,2011,9,3
2011-09-15,Switzerland,4,2011,9,3
2011-09-15,United Kingdom,27585,2011,9,3
2011-09-16,Australia,317,2011,9,4
2011-09-16,Germany,483,2011,9,4
2011-09-16,United Kingdom,14252,2011,9,4
2011-09-18,United Kingdom,8994,2011,9,6
2011-09-19,Belgium,196,2011,9,0
2011-09-19,Channel Islands,583,2011,9,0
2011-09-19,Cyprus,33,2011,9,0
2011-09-19,EIRE,166,2011,9,0
2011-09-19,France,847,2011,9,0
2011-09-19,Germany,1659,2011,9,0
2011-09-19,Hong Kong,1,2011,9,0
2011-09-19,Netherlands,10649,2011,9,0
2011-09-19,Norway,2262,2011,9,0
2011-09-19,Spain,565,2011,9,0
2011-09-19,United Kingdom,12306,2011,9,0
2011-09-20,EIRE,957,2011,9,1
2011-09-20,France,306,2011,9,1
2011-09-20,Germany,104,2011,9,1
2011-09-20,Italy,48,2011,9,1
2011-09-20,Norway,103,2011,9,1
2011-09-20,United Kingdom,42208,2011,9,1
2011-09-21,Belgium,353,2011,9,2
2011-09-21,Denmark,1176,2011,9,2
2011-09-21,EIRE,94,2011,9,2
2011-09-21,France,821,2011,9,2
2011-09-21,Germany,772,2011,9,2
2011-09-21,Spain,569,2011,9,2
2011-09-21,Switzerland,1,2011,9,2
2011-09-21,United Kingdom,18544,2011,9,2
2011-09-22,Belgium,471,2011,9,3
2011-09-22,EIRE,808,2011,9,3
2011-09-22,Finland,138,2011,9,3
2011-09-22,France,1204,2011,9,3
2011-09-22,Germany,333,2011,9,3
2011-09-22,Netherlands,551,2011,9,3
2011-09-22,Portugal,496,2011,9,3
2011-09-22,Switzerland,2408,2011,9,3
2011-09-22,United Arab Emirates,1,2011,9,3
2011-09-22,United Kingdom,26801,2011,9,3
2011-09-23,EIRE,1959,2011,9,4
2011-09-23,France,479,2011,9,4
2011-09-23,Germany,1712,2011,9,4
2011-09-23,Spain,572,2011,9,4
2011-09-23,United Kingdom,17164,2011,9,4
2011-09-25,Australia,478,2011,9,6
2011-09-25,Finland,217,2011,9,6
2011-09-25,France,281,2011,9,6
2011-09-25,Portugal,176,2011,9,6
2011-09-25,Spain,177,2011,9,6
2011-09-25,United Kingdom,18175,2011,9,6
2011-09-26,Channel Islands,181,2011,9,0
2011-09-26,Denmark,230,2011,9,0
2011-09-26,EIRE,480,2011,9,0
2011-09-26,Germany,262,2011,9,0
2011-09-26,United Kingdom,14170,2011,9,0
2011-09-27,EIRE,202,2011,9,1
2011-09-27,France,65,2011,9,1
2011-09-27,Germany,210,2011,9,1
2011-09-27,Spain,323,2011,9,1
2011-09-27,United Kingdom,20459,2011,9,1
2011-09-28,Australia,366,2011,9,2
2011-09-28,Belgium,267,2011,9,2
2011-09-28,EIRE,1028,2011,9,2
2011-09-28,France,268,2011,9,2
2011-09-28,Germany,165,2011,9,2
2011-09-28,Norway,52,2011,9,2
2011-09-28,Switzerland,1225,2011,9,2
2011-09-28,United Kingdom,22188,2011,9,2
2011-09-29,Denmark,202,2011,9,3
2011-09-29,France,992,2011,9,3
2011-09-29,Germany,485,2011,9,3
2011-09-29,Switzerland,236,2011,9,3
2011-09-29,United Kingdom,25558,2011,9,3
2011-09-30,EIRE,3125,2011,9,4
2011-09-30,France,1071,2011,9,4
2011-09-30,Germany,177,2011,9,4
2011-09-30,Sweden,109,2011,9,4
2011-09-30,United Kingdom,18073,2011,9,4
2011-10-02,United Kingdom,8385,2011,10,6
2011-10-03,France,158,2011,10,0
2011-10-03,United Kingdom,25827,2011,10,0
2011-10-04,Belgium,118,2011,10,1
2011-10-04,Cyprus,33,2011,10,1
2011-10-04,Finland,73,2011,10,1
2011-10-04,France,115,2011,10,1
2011-10-04,Israel,99,2011,10,1
2011-10-04,United Kingdom,24960,2011,10,1
2011-10-05,Australia,7135,2011,10,2
2011-10-05,Channel Islands,1095,2011,10,2
2011-10-05,France,1242,2011,10,2
2011-10-05,Germany,2151,2011,10,2
2011-10-05,Netherlands,4,2011,10,2
2011-10-05,Switzerland,1650,2011,10,2
2011-10-05,United Kingdom,33009,2011,10,2
2011-10-06,Australia,266,2011,10,3
2011-10-06,EIRE,229,2011,10,3
2011-10-06,France,29,2011,10,3
2011-10-06,Germany,2475,2011,10,3
2011-10-06,Netherlands,357,2011,10,3
2011-10-06,Portugal,1123,2011,10,3
2011-10-06,United Kingdom,30954,2011,10,3
2011-10-07,Cyprus,345,2011,10,4
2011-10-07,Czech Republic,325,2011,10,4
2011-10-07,Denmark,637,2011,10,4
2011-10-07,EIRE,448,2011,10,4
2011-10-07,France,527,2011,10,4
2011-10-07,Germany,2053,2011,10,4
2011-10-07,Netherlands,212,2011,10,4
2011-10-07,Spain,227,2011,10,4
2011-10-07,United Kingdom,26194,2011,10,4
2011-10-09,United Kingdom,7556,2011,10,6
2011-10-10,Belgium,196,2011,10,0
2011-10-10,EIRE,1018,2011,10,0
2011-10-10,France,221,2011,10,0
2011-10-10,Germany,114,2011,10,0
2011-10-10,USA,1228,2011,10,0
2011-10-10,United Kingdom,23408,2011,10,0
2011-10-11,Belgium,162,2011,10,1
2011-10-11,Denmark,136,2011,10,1
2011-10-11,EIRE,2206,2011,10,1
2011-10-11,France,2801,2011,10,1
2011-10-11,Germany,567,2011,10,1
2011-10-11,Norway,1,2011,10,1
2011-10-11,Portugal,556,2011,10,1
2011-10-11,Switzerland,582,2011,10,1
2011-10-11,United Kingdom,21478,2011,10,1
2011-10-12,EIRE,1041,2011,10,2
2011-10-12,Finland,469,2011,10,2
2011-10-12,France,656,2011,10,2
2011-10-12,Germany,773,2011,10,2
2011-10-12,Norway,86,2011,10,2
2011-10-12,Switzerland,337,2011,10,2
2011-10-12,United Kingdom,14324,2011,10,2
2011-10-13,Belgium,1290,2011,10,3
2011-10-13,Cyprus,657,2011,10,3
2011-10-13,Finland,236,2011,10,3
2011-10-13,France,124,2011,10,3
2011-10-13,Germany,954,2011,10,3
2011-10-13,Italy,60,2011,10,3
2011-10-13,Portugal,884,2011,10,3
2011-10-13,RSA,351,2011,10,3
2011-10-13,United Kingdom,14215,2011,10,3
2011-10-14,Belgium,229,2011,10,4
2011-10-14,Channel Islands,312,2011,10,4
2011-10-14,EIRE,353,2011,10,4
2011-10-14,France,234,2011,10,4
2011-10-14,Germany,496,2011,10,4
2011-10-14,Portugal,215,2011,10,4
2011-10-14,Singapore,599,2011,10,4
2011-10-14,Spain,1006,2011,10,4
2011-10-14,Sweden,1,2011,10,4
2011-10-14,United Kingdom,14715,2011,10,4
2011-10-16,United Kingdom,8770,2011,10,6
2011-10-17,Belgium,199,2011,10,0
2011-10-17,EIRE,2621,2011,10,0
2011-10-17,Germany,2798,2011,10,0
2011-10-17,Portugal,367,2011,10,0
2011-10-17,Sweden,5952,2011,10,0
2011-10-17,United Kingdom,19467,2011,10,0
2011-10-18,Austria,491,2011,10,1
2011-10-18,EIRE,625,2011,10,1
2011-10-18,Germany,725,2011,10,1
2011-10-18,Hong Kong,236,2011,10,1
2011-10-18,Italy,846,2011,10,1
2011-10-18,Netherlands,272,2011,10,1
2011-10-18,Spain,724,2011,10,1
2011-10-18,United Kingdom,25401,2011,10,1
2011-10-19,Cyprus,380,2011,10,2
2011-10-19,EIRE,711,2011,10,2
2011-10-19,France,733,2011,10,2
2011-10-19,Germany,1923,2011,10,2
2011-10-19,Portugal,5,2011,10,2
2011-10-19,Singapore,2,2011,10,2
2011-10-19,Spain,318,2011,10,2
2011-10-19,United Kingdom,15187,2011,10,2
2011-10-20,EIRE,4953,2011,10,3
2011-10-20,France,530,2011,10,3
2011-10-20,Germany,711,2011,10,3
2011-10-20,Netherlands,18140,2011,10,3
2011-10-20,Spain,192,2011,10,3
2011-10-20,United Kingdom,16393,2011,10,3
2011-10-21,Belgium,179,2011,10,4
2011-10-21,Denmark,96,2011,10,4
2011-10-21,EIRE,901,2011,10,4
2011-10-21,Germany,270,2011,10,4
2011-10-21,Netherlands,2476,2011,10,4
2011-10-21,USA,489,2011,10,4
2011-10-21,United Kingdom,20381,2011,10,4
2011-10-23,United Kingdom,7073,2011,10,6
2011-10-24,EIRE,221,2011,10,0
2011-10-24,Italy,289,2011,10,0
2011-10-24,Spain,158,2011,10,0
2011-10-24,United Kingdom,25522,2011,10,0
2011-10-25,Germany,428,2011,10,1
2011-10-25,Italy,251,2011,10,1
2011-10-25,Portugal,136,2011,10,1
2011-10-25,Switzerland,1394,2011,10,1
2011-10-25,United Kingdom,24745,2011,10,1
2011-10-26,Belgium,213,2011,10,2
2011-10-26,Germany,24,2011,10,2
2011-10-26,Japan,1124,2011,10,2
2011-10-26,Spain,243,2011,10,2
2011-10-26,Switzerland,569,2011,10,2
2011-10-26,United Kingdom,18648,2011,10,2
2011-10-27,Finland,284,2011,10,3
2011-10-27,France,566,2011,10,3
2011-10-27,Germany,247,2011,10,3
2011-10-27,Italy,4,2011,10,3
2011-10-27,Netherlands,5769,2011,10,3
2011-10-27,Norway,1231,2011,10,3
2011-10-27,United Kingdom,24799,2011,10,3
2011-10-28,Belgium,168,2011,10,4
2011-10-28,France,5246,2011,10,4
2011-10-28,Germany,536,2011,10,4
2011-10-28,Hong Kong,146,2011,10,4
2011-10-28,Norway,374,2011,10,4
2011-10-28,Switzerland,334,2011,10,4
2011-10-28,United Kingdom,17261,2011,10,4
2011-10-30,Belgium,268,2011,10,6
2011-10-30,EIRE,185,2011,10,6
2011-10-30,France,209,2011,10,6
2011-10-30,Italy,62,2011,10,6
2011-10-30,Spain,1484,2011,10,6
